x;y;layer1;layer2;voltage1;voltage2;current
3711.85;4031.26;POWER;BOTTOM_LAYER;1.20551e-05;1.20452e-05;7.3265e-05
3720.17;3711.37;TOP_LAYER;GND;2.53473e-05;2.54491e-05;-0.000754581
3720.17;3711.37;GND;POWER;2.54491e-05;2.58163e-05;-0.000209269
3720.17;3711.37;POWER;BOTTOM_LAYER;2.58163e-05;2.58445e-05;-0.000209269
3720.17;3736.97;TOP_LAYER;GND;2.4587e-05;2.48371e-05;-0.00185299
3720.17;3736.97;GND;POWER;2.48371e-05;2.53484e-05;-0.000291443
3720.17;3736.97;POWER;BOTTOM_LAYER;2.53484e-05;2.53878e-05;-0.000291443
3722.68;4191.69;TOP_LAYER;GND;9.38888e-06;9.38454e-06;3.22006e-05
3722.68;4191.69;GND;POWER;9.38454e-06;9.77614e-06;-0.000223187
3722.68;4191.69;POWER;BOTTOM_LAYER;9.77614e-06;9.80626e-06;-0.000223187
3722.68;4217.28;TOP_LAYER;GND;9.07479e-06;9.38454e-06;-0.00229493
3722.68;4217.28;GND;POWER;9.38454e-06;9.77614e-06;-0.000223187
3722.68;4217.28;POWER;BOTTOM_LAYER;9.77614e-06;9.80626e-06;-0.000223187
3743.79;3711.37;TOP_LAYER;GND;2.51781e-05;2.50988e-05;0.000587797
3743.79;3711.37;GND;POWER;2.50988e-05;2.53062e-05;-0.000118223
3743.79;3711.37;POWER;BOTTOM_LAYER;2.53062e-05;2.53221e-05;-0.000118223
3743.79;3736.97;TOP_LAYER;GND;2.4587e-05;2.4301e-05;0.00211883
3743.79;3736.97;GND;POWER;2.4301e-05;2.44234e-05;-6.97443e-05
3743.79;3736.97;POWER;BOTTOM_LAYER;2.44234e-05;2.44328e-05;-6.97443e-05
3744.33;3297.99;TOP_LAYER;GND;3.55372e-05;3.55476e-05;-7.74284e-05
3744.33;3297.99;GND;POWER;3.55476e-05;3.5586e-05;-2.18484e-05
3744.33;3297.99;POWER;BOTTOM_LAYER;3.5586e-05;3.55889e-05;-2.18484e-05
3744.33;3337.36;TOP_LAYER;GND;3.55372e-05;3.55265e-05;7.91516e-05
3744.33;3337.36;GND;POWER;3.55265e-05;3.55198e-05;3.81927e-06
3744.33;3337.36;POWER;BOTTOM_LAYER;3.55198e-05;3.55193e-05;3.81927e-06
3744.33;3376.73;TOP_LAYER;GND;3.53296e-05;3.53278e-05;1.2897e-05
3744.33;3376.73;GND;POWER;3.53278e-05;3.53907e-05;-3.58082e-05
3744.33;3376.73;POWER;BOTTOM_LAYER;3.53907e-05;3.53955e-05;-3.58082e-05
3744.33;4365.9;TOP_LAYER;GND;5.46625e-06;5.47812e-06;-8.78926e-05
3744.33;4365.9;GND;POWER;5.47812e-06;5.46148e-06;9.48115e-06
3744.33;4365.9;POWER;BOTTOM_LAYER;5.46148e-06;5.4602e-06;9.48115e-06
3744.33;4405.27;TOP_LAYER;GND;5.37242e-06;5.37367e-06;-9.2278e-06
3744.33;4405.27;GND;POWER;5.37367e-06;5.37341e-06;1.47231e-07
3744.33;4405.27;POWER;BOTTOM_LAYER;5.37341e-06;5.37339e-06;1.47231e-07
3744.33;4444.64;TOP_LAYER;GND;5.31326e-06;5.31338e-06;-8.74354e-07
3744.33;4444.64;GND;POWER;5.31338e-06;5.31651e-06;-1.78357e-06
3744.33;4444.64;POWER;BOTTOM_LAYER;5.31651e-06;5.31675e-06;-1.78357e-06
3746.3;4191.69;TOP_LAYER;GND;9.07479e-06;8.90018e-06;0.00129371
3746.3;4191.69;GND;POWER;8.90018e-06;9.31228e-06;-0.000234866
3746.3;4191.69;POWER;BOTTOM_LAYER;9.31228e-06;9.34398e-06;-0.000234866
3746.3;4217.28;TOP_LAYER;GND;9.07479e-06;8.90018e-06;0.00129371
3746.3;4217.28;GND;POWER;8.90018e-06;9.02274e-06;-6.98512e-05
3746.3;4217.28;POWER;BOTTOM_LAYER;9.02274e-06;9.03217e-06;-6.98512e-05
3752.21;3527.32;TOP_LAYER;GND;3.07768e-05;3.05599e-05;0.00160668
3752.21;3527.32;GND;POWER;3.05599e-05;3.02495e-05;0.000176919
3752.21;3527.32;POWER;BOTTOM_LAYER;3.02495e-05;3.02256e-05;0.000176919
3755.16;4007.64;TOP_LAYER;GND;1.39315e-05;1.37918e-05;0.00103471
3755.16;4007.64;GND;POWER;1.37918e-05;1.32281e-05;0.000321303
3755.16;4007.64;POWER;BOTTOM_LAYER;1.32281e-05;1.31847e-05;0.000321303
3768.39;3704.49;TOP_LAYER;GND;2.49906e-05;2.50988e-05;-0.000801434
3768.39;3704.49;GND;POWER;2.50988e-05;2.47262e-05;0.000212323
3768.39;3704.49;POWER;BOTTOM_LAYER;2.47262e-05;2.46976e-05;0.000212323
3768.39;3736.97;TOP_LAYER;GND;2.41392e-05;2.4301e-05;-0.00119851
3768.39;3736.97;GND;POWER;2.4301e-05;2.35187e-05;0.000445873
3768.39;3736.97;POWER;BOTTOM_LAYER;2.35187e-05;2.34585e-05;0.000445873
3770.91;4184.8;TOP_LAYER;GND;8.89322e-06;8.90018e-06;-5.15597e-05
3770.91;4184.8;GND;POWER;8.90018e-06;8.6521e-06;0.000141392
3770.91;4184.8;POWER;BOTTOM_LAYER;8.6521e-06;8.63301e-06;0.000141392
3770.91;4217.28;TOP_LAYER;GND;8.58478e-06;8.90018e-06;-0.00233688
3770.91;4217.28;GND;POWER;8.90018e-06;8.12577e-06;0.000441364
3770.91;4217.28;POWER;BOTTOM_LAYER;8.12577e-06;8.0662e-06;0.000441364
3774.85;3618.86;TOP_LAYER;GND;2.79447e-05;2.79828e-05;-0.00028278
3774.85;3618.86;GND;POWER;2.79828e-05;2.81169e-05;-7.63834e-05
3774.85;3618.86;POWER;BOTTOM_LAYER;2.81169e-05;2.81272e-05;-7.63834e-05
3775.83;3662.16;TOP_LAYER;GND;12;12;-1.31613e-11
3775.83;3662.16;GND;POWER;12;12;-0
3775.83;3662.16;POWER;BOTTOM_LAYER;12;12;1.31613e-11
3776.81;4099.17;TOP_LAYER;GND;1.20877e-05;1.21563e-05;-0.000507921
3776.81;4099.17;GND;POWER;1.21563e-05;1.19957e-05;9.15026e-05
3776.81;4099.17;POWER;BOTTOM_LAYER;1.19957e-05;1.19834e-05;9.15026e-05
3777.8;4141.49;TOP_LAYER;GND;12;12;-0
3777.8;4141.49;GND;POWER;12;12;1.0124e-11
3777.8;4141.49;POWER;BOTTOM_LAYER;12;12;1.31613e-11
3783.7;3297.99;TOP_LAYER;GND;3.58074e-05;3.58258e-05;-0.00013601
3783.7;3297.99;GND;POWER;3.58258e-05;3.58782e-05;-2.98844e-05
3783.7;3297.99;POWER;BOTTOM_LAYER;3.58782e-05;3.58823e-05;-2.98844e-05
3783.7;3337.36;TOP_LAYER;GND;3.58074e-05;3.57951e-05;9.17416e-05
3783.7;3337.36;GND;POWER;3.57951e-05;3.5762e-05;1.88677e-05
3783.7;3337.36;POWER;BOTTOM_LAYER;3.5762e-05;3.57594e-05;1.88677e-05
3783.7;3376.73;TOP_LAYER;GND;3.55905e-05;3.55647e-05;0.000190728
3783.7;3376.73;GND;POWER;3.55647e-05;3.55144e-05;2.86589e-05
3783.7;3376.73;POWER;BOTTOM_LAYER;3.55144e-05;3.55106e-05;2.86589e-05
3783.7;4365.9;TOP_LAYER;GND;5.40366e-06;5.43418e-06;-0.000226143
3783.7;4365.9;GND;POWER;5.43418e-06;5.40892e-06;1.44011e-05
3783.7;4365.9;POWER;BOTTOM_LAYER;5.40892e-06;5.40697e-06;1.44011e-05
3783.7;4405.27;TOP_LAYER;GND;5.21107e-06;5.2131e-06;-1.502e-05
3783.7;4405.27;GND;POWER;5.2131e-06;5.21971e-06;-3.77084e-06
3783.7;4405.27;POWER;BOTTOM_LAYER;5.21971e-06;5.22022e-06;-3.77084e-06
3783.7;4444.64;TOP_LAYER;GND;5.10889e-06;5.10928e-06;-2.88847e-06
3783.7;4444.64;GND;POWER;5.10928e-06;5.11856e-06;-5.29014e-06
3783.7;4444.64;POWER;BOTTOM_LAYER;5.11856e-06;5.11927e-06;-5.29014e-06
3790.59;3485.98;TOP_LAYER;GND;3.29936e-05;3.2706e-05;0.00213093
3790.59;3485.98;GND;POWER;3.2706e-05;3.25241e-05;0.000103673
3790.59;3485.98;POWER;BOTTOM_LAYER;3.25241e-05;3.25101e-05;0.000103673
3790.59;3511.57;TOP_LAYER;GND;3.25364e-05;3.2706e-05;-0.00125687
3790.59;3511.57;GND;POWER;3.2706e-05;3.1818e-05;0.000506138
3790.59;3511.57;POWER;BOTTOM_LAYER;3.1818e-05;3.17496e-05;0.000506138
3790.59;3753.7;TOP_LAYER;GND;2.35545e-05;2.35153e-05;0.000290514
3790.59;3753.7;GND;POWER;2.35153e-05;2.35734e-05;-3.3069e-05
3790.59;3753.7;POWER;BOTTOM_LAYER;2.35734e-05;2.35778e-05;-3.3069e-05
3790.59;3779.29;TOP_LAYER;GND;2.17782e-05;2.18458e-05;-0.000500565
3790.59;3779.29;GND;POWER;2.18458e-05;2.19759e-05;-7.41258e-05
3790.59;3779.29;POWER;BOTTOM_LAYER;2.19759e-05;2.19859e-05;-7.41258e-05
3792.02;3460.39;TOP_LAYER;GND;3.40339e-05;3.39561e-05;0.000576509
3792.02;3460.39;GND;POWER;3.39561e-05;3.39261e-05;1.70882e-05
3792.02;3460.39;POWER;BOTTOM_LAYER;3.39261e-05;3.39238e-05;1.70882e-05
3792.02;3537.16;TOP_LAYER;GND;3.12545e-05;3.12693e-05;-0.000109639
3792.02;3537.16;GND;POWER;3.12693e-05;3.09558e-05;0.000178673
3792.02;3537.16;POWER;BOTTOM_LAYER;3.09558e-05;3.09317e-05;0.000178673
3792.02;3559.8;TOP_LAYER;GND;3.12545e-05;3.12693e-05;-0.000109639
3792.02;3559.8;GND;POWER;3.12693e-05;3.09558e-05;0.000178673
3792.02;3559.8;POWER;BOTTOM_LAYER;3.09558e-05;3.09317e-05;0.000178673
3792.02;3704.49;TOP_LAYER;GND;2.48112e-05;2.47423e-05;0.000510982
3792.02;3704.49;GND;POWER;2.47423e-05;2.47008e-05;2.366e-05
3792.02;3704.49;POWER;BOTTOM_LAYER;2.47008e-05;2.46976e-05;2.366e-05
3792.02;3728.11;TOP_LAYER;GND;2.35545e-05;2.35153e-05;0.000290514
3792.02;3728.11;GND;POWER;2.35153e-05;2.35734e-05;-3.3069e-05
3792.02;3728.11;POWER;BOTTOM_LAYER;2.35734e-05;2.35778e-05;-3.3069e-05
3792.02;3804.88;TOP_LAYER;GND;2.0108e-05;2.01629e-05;-0.000406903
3792.02;3804.88;GND;POWER;2.01629e-05;2.02764e-05;-6.46626e-05
3792.02;3804.88;POWER;BOTTOM_LAYER;2.02764e-05;2.02851e-05;-6.46626e-05
3793.55;3966.3;TOP_LAYER;GND;1.48183e-05;1.49605e-05;-0.00105381
3793.55;3966.3;GND;POWER;1.49605e-05;1.51214e-05;-9.16982e-05
3793.55;3966.3;POWER;BOTTOM_LAYER;1.51214e-05;1.51338e-05;-9.16982e-05
3793.55;3991.89;TOP_LAYER;GND;1.48183e-05;1.45081e-05;0.00229794
3793.55;3991.89;GND;POWER;1.45081e-05;1.3985e-05;0.00029814
3793.55;3991.89;POWER;BOTTOM_LAYER;1.3985e-05;1.39448e-05;0.00029814
3793.55;4234.01;TOP_LAYER;GND;7.77994e-06;7.71713e-06;0.000465356
3793.55;4234.01;GND;POWER;7.71713e-06;8.04126e-06;-0.000184734
3793.55;4234.01;POWER;BOTTOM_LAYER;8.04126e-06;8.0662e-06;-0.000184734
3793.55;4259.6;TOP_LAYER;GND;7.77994e-06;7.71713e-06;0.000465356
3793.55;4259.6;GND;POWER;7.71713e-06;7.13735e-06;0.000330436
3793.55;4259.6;POWER;BOTTOM_LAYER;7.13735e-06;7.09276e-06;0.000330436
3794.53;3940.71;TOP_LAYER;GND;1.66842e-05;1.6596e-05;0.000653339
3794.53;3940.71;GND;POWER;1.6596e-05;1.65427e-05;3.03814e-05
3794.53;3940.71;POWER;BOTTOM_LAYER;1.65427e-05;1.65386e-05;3.03814e-05
3794.53;4017.48;TOP_LAYER;GND;1.43847e-05;1.45081e-05;-0.000914492
3794.53;4017.48;GND;POWER;1.45081e-05;1.3985e-05;0.00029814
3794.53;4017.48;POWER;BOTTOM_LAYER;1.3985e-05;1.39448e-05;0.00029814
3794.53;4040.12;TOP_LAYER;GND;1.35395e-05;1.3454e-05;0.000633561
3794.53;4040.12;GND;POWER;1.3454e-05;1.29593e-05;0.000281966
3794.53;4040.12;POWER;BOTTOM_LAYER;1.29593e-05;1.29212e-05;0.000281966
3794.53;4184.8;TOP_LAYER;GND;8.71617e-06;8.61585e-06;0.000743345
3794.53;4184.8;GND;POWER;8.61585e-06;8.63179e-06;-9.08481e-06
3794.53;4184.8;POWER;BOTTOM_LAYER;8.63179e-06;8.63301e-06;-9.08481e-06
3794.53;4208.42;TOP_LAYER;GND;8.69028e-06;8.61585e-06;0.000551451
3794.53;4208.42;GND;POWER;8.61585e-06;8.63179e-06;-9.08481e-06
3794.53;4208.42;POWER;BOTTOM_LAYER;8.63179e-06;8.63301e-06;-9.08481e-06
3794.53;4285.19;TOP_LAYER;GND;6.23602e-06;6.39028e-06;-0.00114293
3794.53;4285.19;GND;POWER;6.39028e-06;6.56143e-06;-9.75438e-05
3794.53;4285.19;POWER;BOTTOM_LAYER;6.56143e-06;6.57459e-06;-9.75438e-05
3810.72;3821.61;TOP_LAYER;GND;2.0108e-05;2.01629e-05;-0.000406903
3810.72;3821.61;GND;POWER;2.01629e-05;2.00632e-05;5.68408e-05
3810.72;3821.61;POWER;BOTTOM_LAYER;2.00632e-05;2.00555e-05;5.68408e-05
3812.69;3443.66;TOP_LAYER;GND;3.50032e-05;3.49563e-05;0.000347503
3812.69;3443.66;GND;POWER;3.49563e-05;3.52388e-05;-0.000161016
3812.69;3443.66;POWER;BOTTOM_LAYER;3.52388e-05;3.52606e-05;-0.000161016
3813.23;4301.93;TOP_LAYER;GND;6.23602e-06;6.10755e-06;0.000951836
3813.23;4301.93;GND;POWER;6.10755e-06;5.68513e-06;0.00024075
3813.23;4301.93;POWER;BOTTOM_LAYER;5.68513e-06;5.65264e-06;0.00024075
3815.2;3923.97;TOP_LAYER;GND;1.66842e-05;1.67365e-05;-0.000387358
3815.2;3923.97;GND;POWER;1.67365e-05;1.66252e-05;6.34006e-05
3815.2;3923.97;POWER;BOTTOM_LAYER;1.66252e-05;1.66167e-05;6.34006e-05
3823.07;3297.99;TOP_LAYER;GND;3.61916e-05;3.6214e-05;-0.000165553
3823.07;3297.99;GND;POWER;3.6214e-05;3.62733e-05;-3.38264e-05
3823.07;3297.99;POWER;BOTTOM_LAYER;3.62733e-05;3.62779e-05;-3.38264e-05
3823.07;3337.36;TOP_LAYER;GND;3.61916e-05;3.61765e-05;0.000111713
3823.07;3337.36;GND;POWER;3.61765e-05;3.61311e-05;2.58863e-05
3823.07;3337.36;POWER;BOTTOM_LAYER;3.61311e-05;3.61276e-05;2.58863e-05
3823.07;3376.73;TOP_LAYER;GND;3.5923e-05;3.58909e-05;0.000237733
3823.07;3376.73;GND;POWER;3.58909e-05;3.58213e-05;3.96791e-05
3823.07;3376.73;POWER;BOTTOM_LAYER;3.58213e-05;3.5816e-05;3.96791e-05
3823.07;4365.9;TOP_LAYER;GND;5.16589e-06;5.16806e-06;-1.60902e-05
3823.07;4365.9;GND;POWER;5.16806e-06;5.2306e-06;-3.56438e-05
3823.07;4365.9;POWER;BOTTOM_LAYER;5.2306e-06;5.23541e-06;-3.56438e-05
3823.07;4405.27;TOP_LAYER;GND;4.94611e-06;4.94758e-06;-1.09055e-05
3823.07;4405.27;GND;POWER;4.94758e-06;4.97841e-06;-1.75746e-05
3823.07;4405.27;POWER;BOTTOM_LAYER;4.97841e-06;4.98079e-06;-1.75746e-05
3823.07;4444.64;TOP_LAYER;GND;4.83e-06;4.83085e-06;-6.27119e-06
3823.07;4444.64;GND;POWER;4.83085e-06;4.85124e-06;-1.16238e-05
3823.07;4444.64;POWER;BOTTOM_LAYER;4.85124e-06;4.85281e-06;-1.16238e-05
3836.31;3821.61;TOP_LAYER;GND;2.0108e-05;2.00429e-05;0.000482436
3836.31;3821.61;GND;POWER;2.00429e-05;2.00546e-05;-6.6835e-06
3836.31;3821.61;POWER;BOTTOM_LAYER;2.00546e-05;2.00555e-05;-6.6835e-06
3838.28;3443.66;TOP_LAYER;GND;3.50032e-05;3.51285e-05;-0.000928523
3838.28;3443.66;GND;POWER;3.51285e-05;3.52512e-05;-6.9871e-05
3838.28;3443.66;POWER;BOTTOM_LAYER;3.52512e-05;3.52606e-05;-6.9871e-05
3838.82;4301.93;TOP_LAYER;GND;5.51962e-06;5.52812e-06;-6.2999e-05
3838.82;4301.93;GND;POWER;5.52812e-06;5.64374e-06;-6.58977e-05
3838.82;4301.93;POWER;BOTTOM_LAYER;5.64374e-06;5.65264e-06;-6.58977e-05
3840.79;3923.97;TOP_LAYER;GND;1.68436e-05;1.67365e-05;0.000793844
3840.79;3923.97;GND;POWER;1.67365e-05;1.66252e-05;6.34006e-05
3840.79;3923.97;POWER;BOTTOM_LAYER;1.66252e-05;1.66167e-05;6.34006e-05
3861.9;3821.61;TOP_LAYER;GND;1.94319e-05;1.94557e-05;-0.000176781
3861.9;3821.61;GND;POWER;1.94557e-05;1.97226e-05;-0.000152096
3861.9;3821.61;POWER;BOTTOM_LAYER;1.97226e-05;1.97431e-05;-0.000152096
3862.44;3297.99;TOP_LAYER;GND;3.67185e-05;3.67389e-05;-0.000151704
3862.44;3297.99;GND;POWER;3.67389e-05;3.67932e-05;-3.09506e-05
3862.44;3297.99;POWER;BOTTOM_LAYER;3.67932e-05;3.67974e-05;-3.09506e-05
3862.44;3337.36;TOP_LAYER;GND;3.67185e-05;3.67043e-05;0.000105096
3862.44;3337.36;GND;POWER;3.67043e-05;3.66507e-05;3.05554e-05
3862.44;3337.36;POWER;BOTTOM_LAYER;3.66507e-05;3.66465e-05;3.05554e-05
3862.44;3376.73;TOP_LAYER;GND;3.64785e-05;3.64575e-05;0.000155318
3862.44;3376.73;GND;POWER;3.64575e-05;3.63563e-05;5.76955e-05
3862.44;3376.73;POWER;BOTTOM_LAYER;3.63563e-05;3.63485e-05;5.76955e-05
3862.44;4365.9;TOP_LAYER;GND;4.72846e-06;4.73674e-06;-6.1339e-05
3862.44;4365.9;GND;POWER;4.73674e-06;4.83573e-06;-5.6419e-05
3862.44;4365.9;POWER;BOTTOM_LAYER;4.83573e-06;4.84334e-06;-5.6419e-05
3862.44;4405.27;TOP_LAYER;GND;4.56625e-06;4.56888e-06;-1.94461e-05
3862.44;4405.27;GND;POWER;4.56888e-06;4.61768e-06;-2.78139e-05
3862.44;4405.27;POWER;BOTTOM_LAYER;4.61768e-06;4.62143e-06;-2.78139e-05
3862.44;4444.64;TOP_LAYER;GND;4.46533e-06;4.46677e-06;-1.06604e-05
3862.44;4444.64;GND;POWER;4.46677e-06;4.49782e-06;-1.76988e-05
3862.44;4444.64;POWER;BOTTOM_LAYER;4.49782e-06;4.50021e-06;-1.76988e-05
3863.87;3443.66;TOP_LAYER;GND;3.59421e-05;3.5976e-05;-0.000250947
3863.87;3443.66;GND;POWER;3.5976e-05;3.58773e-05;5.62129e-05
3863.87;3443.66;POWER;BOTTOM_LAYER;3.58773e-05;3.58698e-05;5.62129e-05
3864.41;4301.93;TOP_LAYER;GND;4.97696e-06;4.97045e-06;4.81985e-05
3864.41;4301.93;GND;POWER;4.97045e-06;5.17086e-06;-0.000114219
3864.41;4301.93;POWER;BOTTOM_LAYER;5.17086e-06;5.18627e-06;-0.000114219
3866.38;3923.97;TOP_LAYER;GND;1.66646e-05;1.66674e-05;-2.06903e-05
3866.38;3923.97;GND;POWER;1.66674e-05;1.6619e-05;2.75849e-05
3866.38;3923.97;POWER;BOTTOM_LAYER;1.6619e-05;1.66153e-05;2.75849e-05
3879.61;3705.47;TOP_LAYER;GND;2.17883e-05;2.20411e-05;-0.00187274
3879.61;3705.47;GND;POWER;2.20411e-05;2.31036e-05;-0.000605531
3879.61;3705.47;POWER;BOTTOM_LAYER;2.31036e-05;2.31853e-05;-0.000605531
3880.6;3558.82;TOP_LAYER;GND;3.50378e-05;3.49558e-05;0.0006074
3880.6;3558.82;GND;POWER;3.49558e-05;3.36746e-05;0.000730205
3880.6;3558.82;POWER;BOTTOM_LAYER;3.36746e-05;3.35761e-05;0.000730205
3882.13;4185.78;TOP_LAYER;GND;5.54914e-06;5.61175e-06;-0.000463878
3882.13;4185.78;GND;POWER;5.61175e-06;5.86894e-06;-0.000146581
3882.13;4185.78;POWER;BOTTOM_LAYER;5.86894e-06;5.88873e-06;-0.000146581
3882.57;3728.11;TOP_LAYER;GND;2.1156e-05;2.11467e-05;6.87034e-05
3882.57;3728.11;GND;POWER;2.11467e-05;2.12851e-05;-7.88641e-05
3882.57;3728.11;POWER;BOTTOM_LAYER;2.12851e-05;2.12957e-05;-7.88641e-05
3882.57;3804.88;TOP_LAYER;GND;1.94319e-05;1.94557e-05;-0.000176781
3882.57;3804.88;GND;POWER;1.94557e-05;1.94468e-05;5.09757e-06
3882.57;3804.88;POWER;BOTTOM_LAYER;1.94468e-05;1.94461e-05;5.09757e-06
3883.11;3605.08;TOP_LAYER;GND;12;12;2.94957e-07
3883.11;3605.08;GND;POWER;12;12;2.9496e-07
3883.11;3605.08;POWER;BOTTOM_LAYER;12;12;-0
3883.11;3632.64;TOP_LAYER;GND;12;12;8.21131e-08
3883.11;3632.64;GND;POWER;12;12;8.21162e-08
3883.11;3632.64;POWER;BOTTOM_LAYER;12;12;1.31613e-11
3883.11;3660.19;TOP_LAYER;GND;12;12;3.95746e-07
3883.11;3660.19;GND;POWER;12;12;3.95746e-07
3883.11;3660.19;POWER;BOTTOM_LAYER;12;12;1.31613e-11
3883.11;3753.7;TOP_LAYER;GND;2.10295e-05;2.11467e-05;-0.000868544
3883.11;3753.7;GND;POWER;2.11467e-05;2.12851e-05;-7.88641e-05
3883.11;3753.7;POWER;BOTTOM_LAYER;2.12851e-05;2.12957e-05;-7.88641e-05
3883.11;3779.29;TOP_LAYER;GND;2.0174e-05;2.02614e-05;-0.000648103
3883.11;3779.29;GND;POWER;2.02614e-05;2.04164e-05;-8.83071e-05
3883.11;3779.29;POWER;BOTTOM_LAYER;2.04164e-05;2.04283e-05;-8.83071e-05
3883.11;4039.13;TOP_LAYER;GND;1.48965e-05;1.47669e-05;0.000960023
3883.11;4039.13;GND;POWER;1.47669e-05;1.45031e-05;0.000150341
3883.11;4039.13;POWER;BOTTOM_LAYER;1.45031e-05;1.44828e-05;0.000150341
3883.55;3460.39;TOP_LAYER;GND;3.59063e-05;3.58589e-05;0.000351227
3883.55;3460.39;GND;POWER;3.58589e-05;3.60621e-05;-0.000115818
3883.55;3460.39;POWER;BOTTOM_LAYER;3.60621e-05;3.60777e-05;-0.000115818
3883.55;3485.98;TOP_LAYER;GND;3.61864e-05;3.5857e-05;0.00244049
3883.55;3485.98;GND;POWER;3.5857e-05;3.5488e-05;0.000210303
3883.55;3485.98;POWER;BOTTOM_LAYER;3.5488e-05;3.54596e-05;0.000210303
3883.55;3511.57;TOP_LAYER;GND;3.58519e-05;3.5857e-05;-3.72565e-05
3883.55;3511.57;GND;POWER;3.5857e-05;3.5488e-05;0.000210303
3883.55;3511.57;POWER;BOTTOM_LAYER;3.5488e-05;3.54596e-05;0.000210303
3883.55;3537.16;TOP_LAYER;GND;3.52188e-05;3.49558e-05;0.0019487
3883.55;3537.16;GND;POWER;3.49558e-05;3.4733e-05;0.000126997
3883.55;3537.16;POWER;BOTTOM_LAYER;3.4733e-05;3.47159e-05;0.000126997
3885.08;4208.42;TOP_LAYER;GND;5.45199e-06;5.61175e-06;-0.0011837
3885.08;4208.42;GND;POWER;5.61175e-06;5.86894e-06;-0.000146581
3885.08;4208.42;POWER;BOTTOM_LAYER;5.86894e-06;5.88873e-06;-0.000146581
3885.08;4285.19;TOP_LAYER;GND;4.97696e-06;5.0215e-06;-0.000330044
3885.08;4285.19;GND;POWER;5.0215e-06;4.97524e-06;2.63671e-05
3885.08;4285.19;POWER;BOTTOM_LAYER;4.97524e-06;4.97168e-06;2.63671e-05
3885.63;4085.39;TOP_LAYER;GND;12;12;6.77805e-09
3885.63;4085.39;GND;POWER;12;12;6.78818e-09
3885.63;4085.39;POWER;BOTTOM_LAYER;12;12;1.31613e-11
3885.63;4112.95;TOP_LAYER;GND;12;12;4.64592e-09
3885.63;4112.95;GND;POWER;12;12;4.65605e-09
3885.63;4112.95;POWER;BOTTOM_LAYER;12;12;1.31613e-11
3885.63;4140.51;TOP_LAYER;GND;12;12;4.9618e-09
3885.63;4140.51;GND;POWER;12;12;4.97698e-09
3885.63;4140.51;POWER;BOTTOM_LAYER;12;12;1.31613e-11
3886.07;3940.71;TOP_LAYER;GND;1.66646e-05;1.66674e-05;-2.06903e-05
3886.07;3940.71;GND;POWER;1.66674e-05;1.65783e-05;5.07907e-05
3886.07;3940.71;POWER;BOTTOM_LAYER;1.65783e-05;1.65715e-05;5.07907e-05
3886.07;3966.3;TOP_LAYER;GND;1.57788e-05;1.582e-05;-0.000305534
3886.07;3966.3;GND;POWER;1.582e-05;1.57182e-05;5.80515e-05
3886.07;3966.3;POWER;BOTTOM_LAYER;1.57182e-05;1.57103e-05;5.80515e-05
3886.07;3991.89;TOP_LAYER;GND;1.57788e-05;1.55335e-05;0.00181745
3886.07;3991.89;GND;POWER;1.55335e-05;1.50679e-05;0.000265344
3886.07;3991.89;POWER;BOTTOM_LAYER;1.50679e-05;1.50321e-05;0.000265344
3886.07;4017.48;TOP_LAYER;GND;1.55012e-05;1.55335e-05;-0.00023924
3886.07;4017.48;GND;POWER;1.55335e-05;1.50679e-05;0.000265344
3886.07;4017.48;POWER;BOTTOM_LAYER;1.50679e-05;1.50321e-05;0.000265344
3886.07;4234.01;TOP_LAYER;GND;5.01174e-06;5.11114e-06;-0.00073649
3886.07;4234.01;GND;POWER;5.11114e-06;5.39044e-06;-0.000159183
3886.07;4234.01;POWER;BOTTOM_LAYER;5.39044e-06;5.41193e-06;-0.000159183
3886.07;4259.6;TOP_LAYER;GND;5.01174e-06;5.11114e-06;-0.00073649
3886.07;4259.6;GND;POWER;5.11114e-06;5.39044e-06;-0.000159183
3886.07;4259.6;POWER;BOTTOM_LAYER;5.39044e-06;5.41193e-06;-0.000159183
3901.81;3297.99;TOP_LAYER;GND;3.7368e-05;3.73865e-05;-0.000136605
3901.81;3297.99;GND;POWER;3.73865e-05;3.7435e-05;-2.76524e-05
3901.81;3297.99;POWER;BOTTOM_LAYER;3.7435e-05;3.74387e-05;-2.76524e-05
3901.81;3337.36;TOP_LAYER;GND;3.7368e-05;3.73555e-05;9.26972e-05
3901.81;3337.36;GND;POWER;3.73555e-05;3.73026e-05;3.0165e-05
3901.81;3337.36;POWER;BOTTOM_LAYER;3.73026e-05;3.72985e-05;3.0165e-05
3901.81;3376.73;TOP_LAYER;GND;3.71509e-05;3.71423e-05;6.37905e-05
3901.81;3376.73;GND;POWER;3.71423e-05;3.70398e-05;5.8409e-05
3901.81;3376.73;POWER;BOTTOM_LAYER;3.70398e-05;3.70319e-05;5.8409e-05
3901.81;3416.1;TOP_LAYER;GND;3.6873e-05;3.68303e-05;0.000316427
3901.81;3416.1;GND;POWER;3.68303e-05;3.66419e-05;0.00010735
3901.81;3416.1;POWER;BOTTOM_LAYER;3.66419e-05;3.66274e-05;0.00010735
3901.81;4365.9;TOP_LAYER;GND;4.23878e-06;4.24477e-06;-4.4406e-05
3901.81;4365.9;GND;POWER;4.24477e-06;4.35285e-06;-6.1601e-05
